date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:35	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:16%20GMT	http://seanhalpin.io/assets/fonts/glyphicons-halflings-regular.eot	D:/Audioo/sean/seanhalpin.io/assets/fonts/glyphicons-halflings-regular.eot	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:35	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:17%20GMT	http://seanhalpin.io/assets/fonts/glyphicons-halflings-regular.eot?	D:/Audioo/sean/seanhalpin.io/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:35	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:17%20GMT	http://seanhalpin.io/assets/fonts/glyphicons-halflings-regular.woff	D:/Audioo/sean/seanhalpin.io/assets/fonts/glyphicons-halflings-regular.19.delayed	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:36	45229/45229	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202020%2000:21:02%20GMT	http://www.google-analytics.com/analytics.js	D:/Audioo/sean/www.google-analytics.com/analytics.js	(from http://seanhalpin.io/)
13:50:36	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:18%20GMT	http://seanhalpin.io/assets/fonts/glyphicons-halflings-regular.ttf	D:/Audioo/sean/seanhalpin.io/assets/fonts/glyphicons-halflings-regular.1a.delayed	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:37	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:18%20GMT	http://seanhalpin.io/assets/fonts/glyphicons-halflings-regular.svg	D:/Audioo/sean/seanhalpin.io/assets/fonts/glyphicons-halflings-regular.1b.delayed	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:37	4581/4581	---M--	200	added ('OK')	image/png	etag:%221208c9-11e5-4e987e50690b6%22	http://seanhalpin.io/assets/img/content/nav/header-logo-mask.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/nav/header-logo-mask.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:37	5553/5553	---M--	200	added ('OK')	image/png	etag:%221208ca-15b1-4e987e5119cd6%22	http://seanhalpin.io/assets/img/content/nav/header-logo-mask@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/nav/header-logo-mask@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:38	15066/15066	---M--	200	added ('OK')	image/svg+xml	etag:%221208c7-3ada-4e987e5081757%22	http://seanhalpin.io/assets/img/content/nav/header-logo-i.svg	D:/Audioo/sean/seanhalpin.io/assets/img/content/nav/header-logo-i.svg	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:38	2218/2218	---M--	200	added ('OK')	image/svg+xml	etag:%221208bb-8aa-4e987e4a47b57%22	http://seanhalpin.io/assets/img/ui/cloud.svg	D:/Audioo/sean/seanhalpin.io/assets/img/ui/cloud.svg	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:38	3797/3797	---M--	200	added ('OK')	image/png	etag:%2212089b-ed5-4e987e4873ef6%22	http://seanhalpin.io/assets/img/ui/404-cloud.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/404-cloud.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:39	3927/3927	---M--	200	added ('OK')	image/png	etag:%2212089d-f57-4e987e48eb136%22	http://seanhalpin.io/assets/img/ui/404-cloud@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/404-cloud@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:39	822/822	---M--	200	added ('OK')	image/svg+xml	etag:%221209c1-336-4e987e65b1496%22	http://seanhalpin.io/assets/img/content/home/masthead/flag.svg	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/masthead/flag.svg	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:39	3802/3802	---M--	200	added ('OK')	image/png	etag:%221208b6-eda-4e987e48f0ef6%22	http://seanhalpin.io/assets/img/ui/404-flag.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/404-flag.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:40	4094/4094	---M--	200	added ('OK')	image/png	etag:%221208b7-ffe-4e987e4963317%22	http://seanhalpin.io/assets/img/ui/404-flag@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/404-flag@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:40	1202/1202	---M--	200	added ('OK')	image/png	etag:%221208bf-4b2-4e987e4b64dd6%22	http://seanhalpin.io/assets/img/ui/line-bg.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/line-bg.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:40	1266/1266	---M--	200	added ('OK')	image/png	etag:%221208c0-4f2-4e987e4be3d16%22	http://seanhalpin.io/assets/img/ui/line-bg@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/line-bg@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:40	98/98	---M--	200	added ('OK')	image/png	etag:%221209fe-62-4e987e6b66396%22	http://seanhalpin.io/assets/img/content/home/what-i-do/line-bg.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/line-bg.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:41	98/98	---M--	200	added ('OK')	image/png	etag:%221209ff-62-4e987e6bbb2f6%22	http://seanhalpin.io/assets/img/content/home/what-i-do/line-bg@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/line-bg@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:41	7922/7922	---M--	200	added ('OK')	image/png	etag:%221209fa-1ef2-4e987e69ec4b7%22	http://seanhalpin.io/assets/img/content/home/what-i-do/design-icons-vert.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/design-icons-vert.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:41	3566/3566	---M--	200	added ('OK')	image/png	etag:%221209fb-dee-4e987e6a65636%22	http://seanhalpin.io/assets/img/content/home/what-i-do/design-icons-vert@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/design-icons-vert@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:42	7660/7660	---M--	200	added ('OK')	image/png	etag:%221209fc-1dec-4e987e6ac41d6%22	http://seanhalpin.io/assets/img/content/home/what-i-do/dev-icons-vert.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/dev-icons-vert.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:42	4124/4124	---M--	200	added ('OK')	image/png	etag:%221209fd-101c-4e987e6b10496%22	http://seanhalpin.io/assets/img/content/home/what-i-do/dev-icons-vert@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/what-i-do/dev-icons-vert@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:42	4025/4025	---M--	200	added ('OK')	image/png	etag:%221208d4-fb9-4e987e617e176%22	http://seanhalpin.io/assets/img/content/home/contact/mail.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/contact/mail.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:43	4608/4608	---M--	200	added ('OK')	image/png	etag:%221208d3-1200-4e987e61783b6%22	http://seanhalpin.io/assets/img/content/home/contact/mail@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/contact/mail@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:43	4000/4000	---M--	200	added ('OK')	image/png	etag:%221208bc-fa0-4e987e4a630d6%22	http://seanhalpin.io/assets/img/ui/drib.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/drib.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:43	4590/4590	---M--	200	added ('OK')	image/png	etag:%221208bd-11ee-4e987e4abddf6%22	http://seanhalpin.io/assets/img/ui/drib@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/drib@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:43	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:25%20GMT	http://seanhalpin.io/assets/img/content/work/shadow.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/work/shadow.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:44	8806/8806	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Apr%202020%2008:24:25%20GMT	http://seanhalpin.io/assets/img/content/work/shadow@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/content/work/shadow@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:44	1086/1086	---M--	200	added ('OK')	image/png	etag:%22120a94-43e-5024ad89ceeb6%22	http://seanhalpin.io/assets/img/ui/error/404--title.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/404--title.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:44	2017/2017	---M--	200	added ('OK')	image/png	etag:%22120a97-7e1-5024ad8a3d456%22	http://seanhalpin.io/assets/img/ui/error/404--title@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/404--title@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:45	4700/4700	---M--	200	added ('OK')	image/png	etag:%22120ad2-125c-5024ad8e551f6%22	http://seanhalpin.io/assets/img/ui/error/white--small--1.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white--small--1.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:45	11713/11713	---M--	200	added ('OK')	image/png	etag:%22120ad3-2dc1-5024ad8edfcb6%22	http://seanhalpin.io/assets/img/ui/error/white--small--1@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white--small--1@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:47	22447/22447	---M--	200	added ('OK')	image/png	etag:%22120acc-57af-5024ad8c287b7%22	http://seanhalpin.io/assets/img/ui/error/pink--big--2.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/pink--big--2.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:48	5448/5448	---M--	200	added ('OK')	image/png	etag:%22120ad4-1548-5024ad8ee5a76%22	http://seanhalpin.io/assets/img/ui/error/white-small--4.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white-small--4.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:50	13252/13252	---M--	200	added ('OK')	image/png	etag:%22120ad5-33c4-5024ad8f58e36%22	http://seanhalpin.io/assets/img/ui/error/white-small--4@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white-small--4@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:51	32296/32296	---M--	200	added ('OK')	image/png	etag:%22120aa4-7e28-5024ad8b8c3b6%22	http://seanhalpin.io/assets/img/ui/error/green--big--3.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/green--big--3.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:54	19829/19829	---M--	200	added ('OK')	image/png	etag:%22120ad0-4d75-5024ad8dd04f6%22	http://seanhalpin.io/assets/img/ui/error/white--big--5.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white--big--5.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:55	5083/5083	---M--	200	added ('OK')	image/png	etag:%22120ace-13db-5024ad8c96d56%22	http://seanhalpin.io/assets/img/ui/error/pink--small--6.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/pink--small--6.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:57	12853/12853	---M--	200	added ('OK')	image/png	etag:%22120acf-3235-5024ad8d6bb96%22	http://seanhalpin.io/assets/img/ui/error/pink--small--6@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/pink--small--6@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:58	2152/2152	---M--	200	added ('OK')	image/png	etag:%22120a98-868-5024ad8a55af6%22	http://seanhalpin.io/assets/img/ui/error/cloud-big.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/cloud-big.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:50:59	4686/4686	---M--	200	added ('OK')	image/png	etag:%22120a9a-124e-5024ad8aab9f6%22	http://seanhalpin.io/assets/img/ui/error/cloud-big@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/cloud-big@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:00	1333/1333	---M--	200	added ('OK')	image/png	etag:%22120aa1-535-5024ad8ac30f6%22	http://seanhalpin.io/assets/img/ui/error/cloud-small.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/cloud-small.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:01	2773/2773	---M--	200	added ('OK')	image/png	etag:%22120aa3-ad5-5024ad8b19f97%22	http://seanhalpin.io/assets/img/ui/error/cloud-small@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/cloud-small@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:01	7169/7169	---M--	200	added ('OK')	image/svg+xml	etag:%221209db-1c01-4e987e6781276%22	http://seanhalpin.io/assets/img/content/home/masthead/work.svg	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/masthead/work.svg	(from http://seanhalpin.io/work)
13:51:02	2471/2471	---M--	200	added ('OK')	image/svg+xml	etag:%22120a02-9a7-4e987e6fdec17%22	http://seanhalpin.io/assets/img/content/home/work/pencil.svg	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/work/pencil.svg	(from http://seanhalpin.io/work)
13:51:02	113166/113166	---M--	200	added ('OK')	image/png	etag:%22120acd-1ba0e-5024ad8ccd856%22	http://seanhalpin.io/assets/img/ui/error/pink--big--2@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/pink--big--2@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:03	7600/7600	---M--	200	added ('OK')	image/svg+xml	etag:%221209cd-1db0-4e987e673dc56%22	http://seanhalpin.io/assets/img/content/home/masthead/notes.svg	D:/Audioo/sean/seanhalpin.io/assets/img/content/home/masthead/notes.svg	(from http://seanhalpin.io/notes)
13:51:04	10127/10127	---M--	200	added ('OK')	image/gif	etag:%221208c1-278f-4e987e4c6c896%22	http://seanhalpin.io/assets/img/ui/loader.gif	D:/Audioo/sean/seanhalpin.io/assets/img/ui/loader.gif	(from http://seanhalpin.io/work)
13:51:05	91838/91838	---M--	200	added ('OK')	image/png	etag:%22120ad1-166be-5024ad8e726b6%22	http://seanhalpin.io/assets/img/ui/error/white--big--5@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/white--big--5@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:05	125847/125847	---M--	200	added ('OK')	image/png	etag:%22120acb-1eb97-5024ad8beedd7%22	http://seanhalpin.io/assets/img/ui/error/green--big--3@2x.png	D:/Audioo/sean/seanhalpin.io/assets/img/ui/error/green--big--3@2x.png	(from http://seanhalpin.io/assets/css/bootstrap.css)
13:51:09	113827/113827	---M--	200	added ('OK')	image/jpeg	etag:%22120a04-1bca3-4e98a0a36f8f6%22	http://seanhalpin.io/assets/img/content/notes/1310-out-with-old.jpg	D:/Audioo/sean/seanhalpin.io/assets/img/content/notes/1310-out-with-old.jpg	(from http://seanhalpin.io/notes)
